video_id,comment,published_at,X,category,chat_sentiment,claude_sentiment,cleaned_comment,type,classification,chatgpt_part,claude_part,chatgpt_score,claude_score,overall_bias,chatgpt_lda_topic,claude_lda_topic
URf6YXRm9Zc,i switched to claude because chatgpt had a very difficult time parsing out a text file according to some set parameters,2024-09-15T18:13:14Z,,related,,,i switched to claude because chatgpt had a very difficult time parsing out a text file according to some set parameters,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
URf6YXRm9Zc,yeah but claude doesnt like my stories i am writing about warfare and chatgpt can be bypassed whereas claude gets mad at a papercut,2024-08-27T03:58:32Z,,related,,,yeah but claude doesnt like my stories i am writing about warfare and chatgpt can be bypassed whereas claude gets mad at a papercut,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude claude,0.9843901991844177,0.9965542554855347,claude,1,0
URf6YXRm9Zc,i would love to see what they both do with your feedback claude is really good at iterating and improving on feedback from my experience on other areas,2024-08-01T03:37:44Z,,related,,,i would love to see what they both do with your feedback claude is really good at iterating and improving on feedback from my experience on other areas,"['Claude', 'both']",both,,claude,0.0,0.9968289732933044,neutral,0,0
URf6YXRm9Zc,can you do a video where you compare the quick fine tuned versions you did a video where you gave claude context to do a quick fine tune can you do that for both gpt new claude thanks,2024-07-31T21:47:45Z,,related,,,can you do a video where you compare the quick fine tuned versions you did a video where you gave claude context to do a quick fine tune can you do that for both gpt new claude thanks,"['Claude', 'gpt', 'both']",both,gpt,claude claude,0.8327756524085999,0.9965542554855347,claude,3,0
URf6YXRm9Zc,started to look at claude a bit more i prefer the claude prose chatgpt can be a little to emphatic or talkative or repeating itself more but claude has a lot of limitations in the number of requests per day i think,2024-07-31T21:00:56Z,,related,,,started to look at claude a bit more i prefer the claude prose chatgpt can be a little to emphatic or talkative or repeating itself more but claude has a lot of limitations in the number of requests per day i think,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude claude claude,0.9843901991844177,0.996933102607727,claude,1,0
URf6YXRm9Zc,just found your channel yesterday and im really excited ive been trying to figure out some tools to make my writing more efficient and honestly more fun and at the same time mix in some of the intermedial level ai work ive been doing i do have a question though which do you think is a better fit a fine tuned openai model or claude i have a project brewing that i want to test the ai out on,2024-07-31T20:05:34Z,,related,,,just found your channel yesterday and im really excited ive been trying to figure out some tools to make my writing more efficient and honestly more fun and at the same time mix in some of the intermedial level ai work ive been doing i do have a question though which do you think is a better fit a fine tuned openai model or claude i have a project brewing that i want to test the ai out on,"['Claude', 'openai']",both,openai,claude,0.9924707412719727,0.9968289732933044,claude,2,0
XZRrm2__e8s,claude opus excels in playground mode while gptturbo struggles when building an assistant in playground mode claude opus shines with its ability to handle characters with ease while gptturbo falls short even claude sonnet performs admirably in this setting i had the opportunity to work with both claude and gpt in playground mode for a week without limitations however after just attempts with gptturbo i was so unimpressed with its performance that i removed it from my comparative testing while the gap may not be as significant in browserbased versions for regular users opus still exhibits a more humanlike conversational style unlike gptturbo which sounds more like a toaster,2024-03-20T09:52:52Z,,related,,,claude opus excels in playground mode while gptturbo struggles when building an assistant in playground mode claude opus shines with its ability to handle characters with ease while gptturbo falls short even claude sonnet performs admirably in this setting i had the opportunity to work with both claude and gpt in playground mode for a week without limitations however after just attempts with gptturbo i was so unimpressed with its performance that i removed it from my comparative testing while the gap may not be as significant in browserbased versions for regular users opus still exhibits a more humanlike conversational style unlike gptturbo which sounds more like a toaster,"['Claude', 'gpt', 'both']",both,gptturbo gptturbo gpt gptturbo gptturbo,claude claude claude sonnet claude,0.9874464273452759,0.9946901798248291,claude,3,3
FhqNN1LykWU,hey has anyone here made the switch from claude to chatgpt and actually been happy with it for a while now im thinking about canceling my subscription cause i really dont want to keep shelling out for both any thoughts,2024-08-24T23:53:10Z,,related,,,hey has anyone here made the switch from claude to chatgpt and actually been happy with it for a while now im thinking about canceling my subscription cause i really dont want to keep shelling out for both any thoughts,"['ChatGPT', 'Claude', 'gpt', 'both']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,if anyone wants to test how trash every corporation is who is publicly distributing ai for revenue take a couple paragraphs of text and ask it to shorten the text with a max of characters and look at the response and check it with a character count tool chatgpt copilot gemini and claude all do the same thing 🤔🤷‍♂,2024-07-19T02:22:31Z,,related,,,if anyone wants to test how trash every corporation is who is publicly distributing ai for revenue take a couple paragraphs of text and ask it to shorten the text with a max of characters and look at the response and check it with a character count tool chatgpt copilot gemini and claude all do the same thing ,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,claude gets slow once you purchase but its smarted than gpt,2024-07-14T16:36:46Z,,related,,,claude gets slow once you purchase but its smarted than gpt,"['Claude', 'gpt']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
FhqNN1LykWU,yeah i moved to claude paid as soon as i saw how well it codes compared to gpt paid,2024-07-08T22:18:54Z,,related,,,yeah i moved to claude paid as soon as i saw how well it codes compared to gpt paid,"['Claude', 'gpt']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
FhqNN1LykWU,ive been using claude since altman kicked helen toner out of chatgpt,2024-07-07T05:43:13Z,,related,,,ive been using claude since altman kicked helen toner out of chatgpt,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,fireship dont please do some mathematical methods or at least secure some vpn so i can test sonnet because copy and paste of omni openai is demented in the first place because ai geniuses are mathematics dropoffs even real ai chads are calling the wrong type of physicists i dont know but the only thing physicists in my area dont do as in prerequisite level is actual physics like the evil it has many names theoretical and computational mathematical physics physics in brazil is internal joke the hardest way to being poor but the field that i used to write boring texts about things i already knew for months making references to papers i never read i meant peer reviewed publications is mostly optics but not really but not really solitons but solitons are ok solving inverse mathematical problems is assumed to be impossible so it leads to mathematical methods like advanced phd stuff like multiple scales methods inverse scattering transform method and whatnot but what happens actually works like this invent a question because nobody asked for find a way to transform into a mathematical question nobody cares tokenize i mean leave the equations in adimensional form because computers texts are numbers but states are also numbers so i at least only code scripted languages like matlab latex i know its a pdf compiler but all the dopamine comes from the error from both of two like dark souls try again you got at your first bonfire if you arrived at an specific particular case of a system of coupled nonlinear partial differential equations numerical methods are needed to be encoded but not really if there were algorithms for the stuff you missed on step number one so coding well is mostly like a piano player but fundamental results must come from nowhere i mean steps repeat so its a convolution of proccess because everything depends on everything all along all the time then one finally defeats malenia but falls in love with malenia and instead of papers becomes let me solo her in physics my case drop physics that never was because people talk loss function an ill defined relative absolute error of whatever forget to mention that transformer architecture just cause cannot spell megatron but actually the real name is an arbitrary linear transform injected in a discrete system so it can be differentiable and call gradient descent a cheapo relaxation method but a frozen brain llm function is like hey hey how are you how are you then lets add uncertainty and call it statistics and because of randomness llms are trypy all the time so lets make a stoned dissociated schizophrenic brain everything we know to see what gives kind of gibberish drunk words so lets teach again i mean data is all you need lets call context window how boring were as humans b please binary shadows haunt our dreams in this digital age only because people are also binary minds tritons causality and ternary logic puff day llms exploit or alignment its not set in stone it can be both but who read it to the end nobody but this is done years so dont try to make it yours because my model is causal so no compute because of not data so no datacenters needed ah and bit convolutions is really a song but also a convolution 超人 hypervanse,2024-07-06T17:21:00Z,,related,,,fireship dont please do some mathematical methods or at least secure some vpn so i can test sonnet because copy and paste of omni openai is demented in the first place because ai geniuses are mathematics dropoffs even real ai chads are calling the wrong type of physicists i dont know but the only thing physicists in my area dont do as in prerequisite level is actual physics like the evil it has many names theoretical and computational mathematical physics physics in brazil is internal joke the hardest way to being poor but the field that i used to write boring texts about things i already knew for months making references to papers i never read i meant peer reviewed publications is mostly optics but not really but not really solitons but solitons are ok solving inverse mathematical problems is assumed to be impossible so it leads to mathematical methods like advanced phd stuff like multiple scales methods inverse scattering transform method and whatnot but what happens actually works like this invent a question because nobody asked for find a way to transform into a mathematical question nobody cares tokenize i mean leave the equations in adimensional form because computers texts are numbers but states are also numbers so i at least only code scripted languages like matlab latex i know its a pdf compiler but all the dopamine comes from the error from both of two like dark souls try again you got at your first bonfire if you arrived at an specific particular case of a system of coupled nonlinear partial differential equations numerical methods are needed to be encoded but not really if there were algorithms for the stuff you missed on step number one so coding well is mostly like a piano player but fundamental results must come from nowhere i mean steps repeat so its a convolution of proccess because everything depends on everything all along all the time then one finally defeats malenia but falls in love with malenia and instead of papers becomes let me solo her in physics my case drop physics that never was because people talk loss function an ill defined relative absolute error of whatever forget to mention that transformer architecture just cause cannot spell megatron but actually the real name is an arbitrary linear transform injected in a discrete system so it can be differentiable and call gradient descent a cheapo relaxation method but a frozen brain llm function is like hey hey how are you how are you then lets add uncertainty and call it statistics and because of randomness llms are trypy all the time so lets make a stoned dissociated schizophrenic brain everything we know to see what gives kind of gibberish drunk words so lets teach again i mean data is all you need lets call context window how boring were as humans b please binary shadows haunt our dreams in this digital age only because people are also binary minds tritons causality and ternary logic puff day llms exploit or alignment its not set in stone it can be both but who read it to the end nobody but this is done years so dont try to make it yours because my model is causal so no compute because of not data so no datacenters needed ah and bit convolutions is really a song but also a convolution  hypervanse,"['openai', 'both']",both,openai,sonnet,0.9924707412719727,0.5158266425132751,chatgpt,2,3
FhqNN1LykWU,ask this 🌟🌟 if shivas mother have two daughter name as rita and geeta how many children shivas mother have failed free gemini chatgpt and mistral large pass free chatgpt o copilot and claude,2024-07-06T12:10:06Z,,related,,,ask this  if shivas mother have two daughter name as rita and geeta how many children shivas mother have failed free gemini chatgpt and mistral large pass free chatgpt o copilot and claude,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt chatgpt,claude,0.9923756718635559,0.9968289732933044,claude,1,0
FhqNN1LykWU,claude crushed gpt just like gemini bard crushed gpt there are reasons most people who use ai daily to solve real problems either customize and train their own or use one of chatgpts enterprise models one reasons is we dont need our ai to excel at benchmarks and handpicked problems which showcase a models strengths another is we need something that works and produces consistent results i dont need a lecture on diversity and inclusion when telling my ai to do a volumetric analysis on which serverless apps are causing server overload gemini bard any more than i need stupid jokes when i want to troubleshoot latency issues on a global wan grok so yea reasons based on facts they matter,2024-07-05T18:40:18Z,,related,,,claude crushed gpt just like gemini bard crushed gpt there are reasons most people who use ai daily to solve real problems either customize and train their own or use one of chatgpts enterprise models one reasons is we dont need our ai to excel at benchmarks and handpicked problems which showcase a models strengths another is we need something that works and produces consistent results i dont need a lecture on diversity and inclusion when telling my ai to do a volumetric analysis on which serverless apps are causing server overload gemini bard any more than i need stupid jokes when i want to troubleshoot latency issues on a global wan grok so yea reasons based on facts they matter,"['ChatGPT', 'Claude', 'gpt']",both,gpt gpt chatgpts,claude,0.9907779693603516,0.9968289732933044,claude,4,0
FhqNN1LykWU,well i tested claude and it literally sucked chatgpt is much more powerful,2024-07-03T17:14:42Z,,related,,,well i tested claude and it literally sucked chatgpt is much more powerful,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,after hours not figuring out how to correct code with chat gpt ive stumbled across claude and my problem was solved immediately such a good platform,2024-07-03T14:00:38Z,,related,,,after hours not figuring out how to correct code with chat gpt ive stumbled across claude and my problem was solved immediately such a good platform,"['Claude', 'gpt']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
FhqNN1LykWU,ive used claude a lot and its good but its not that much better than gpto it its even better at all this morning for example i tried or times with different instructions and context to try to get claude to generate some code and it was absurdly wrong every time i finally tried it in the openai playground and it came back exactly correct on the first prompt also clause doesnt follow simple instructions like preserve existing formatting dont remove variables or imports i does things like that no matter what i say i see the evals and a lot of people seem to think its way better than gpto but im not seeing that myself that said ill still use it over openai because openai,2024-07-02T23:31:14Z,,related,,,ive used claude a lot and its good but its not that much better than gpto it its even better at all this morning for example i tried or times with different instructions and context to try to get claude to generate some code and it was absurdly wrong every time i finally tried it in the openai playground and it came back exactly correct on the first prompt also clause doesnt follow simple instructions like preserve existing formatting dont remove variables or imports i does things like that no matter what i say i see the evals and a lot of people seem to think its way better than gpto but im not seeing that myself that said ill still use it over openai because openai,"['Claude', 'gpt', 'openai']",both,gpto openai gpto openai openai,claude claude,0.9386610388755798,0.9965542554855347,claude,2,0
FhqNN1LykWU,claude is very good but when you get into the weeds of hard complex problems gpto works much better and provides much better responses and with shorter number of retrypromptiing also the chatgpt ux is much better during longterm memory chats where the chat goes on for days ==> claude ux is slower,2024-07-02T21:55:58Z,,related,,,claude is very good but when you get into the weeds of hard complex problems gpto works much better and provides much better responses and with shorter number of retrypromptiing also the chatgpt ux is much better during longterm memory chats where the chat goes on for days  claude ux is slower,"['ChatGPT', 'Claude', 'gpt']",both,gpto chatgpt,claude claude,0.9848063588142395,0.9965542554855347,claude,0,0
FhqNN1LykWU,i have used claudia ai there is nothing different between both the ai model but i would say gpt is still better than most of the other ai tools,2024-07-02T14:07:44Z,,related,,,i have used claudia ai there is nothing different between both the ai model but i would say gpt is still better than most of the other ai tools,"['gpt', 'both']",both,gpt,,0.8327756524085999,0.0,neutral,3,0
FhqNN1LykWU,way to go ask claude sonnet and gpt o how many r are in the word strawberry they both get it wrong and even insist on their wrong answer when you contradict them,2024-07-01T23:25:52Z,,related,,,way to go ask claude sonnet and gpt o how many r are in the word strawberry they both get it wrong and even insist on their wrong answer when you contradict them,"['Claude', 'gpt', 'both']",both,gpt,claude sonnet,0.8327756524085999,0.9756006002426147,claude,3,3
FhqNN1LykWU,i tried claude free version and it sucks for coding compared to chat gpto at least for all the use cases i tried python code to use the fiftyone console i always use the same prompt on both ai and claude hallucinates way more but gives a better more details and professional answer i just wished the code actually worked,2024-07-01T13:57:24Z,,related,,,i tried claude free version and it sucks for coding compared to chat gpto at least for all the use cases i tried python code to use the fiftyone console i always use the same prompt on both ai and claude hallucinates way more but gives a better more details and professional answer i just wished the code actually worked,"['Claude', 'gpt', 'both']",both,gpto,claude claude,0.9537010788917542,0.9965542554855347,claude,0,0
FhqNN1LykWU,this guy checked with chatgpt o how do i clickbait views and it says claude crush chatgpt o,2024-07-01T04:50:56Z,,related,,,this guy checked with chatgpt o how do i clickbait views and it says claude crush chatgpt o,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt chatgpt,claude,0.9923756718635559,0.9968289732933044,claude,1,0
FhqNN1LykWU,yeah right i have both premium anthropic and open ai subscriptions and claude sucks gpt is way better,2024-07-01T04:21:34Z,,related,,,yeah right i have both premium anthropic and open ai subscriptions and claude sucks gpt is way better,"['Claude', 'gpt', 'open ai', 'both']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
FhqNN1LykWU,i love claude anthropic ships openai post blog posts,2024-07-01T02:17:34Z,,related,,,i love claude anthropic ships openai post blog posts,"['Claude', 'openai']",both,openai,claude,0.9924707412719727,0.9968289732933044,claude,2,0
FhqNN1LykWU,im gonna be honest i tried claude and it produced garbage code that doesnt work menawhile chatgpts code generation is still leagues ahead of everything else i was generating regex patterns btw if anyone is curious,2024-06-30T22:28:22Z,,related,,,im gonna be honest i tried claude and it produced garbage code that doesnt work menawhile chatgpts code generation is still leagues ahead of everything else i was generating regex patterns btw if anyone is curious,"['ChatGPT', 'Claude', 'gpt']",both,chatgpts,claude,0.9763201475143433,0.9968289732933044,claude,4,0
FhqNN1LykWU,claude aint free tho you get a couple free per day but it aint much chatgpt still has a fully free plan so chatgpt still goated,2024-06-30T21:59:07Z,,related,,,claude aint free tho you get a couple free per day but it aint much chatgpt still has a fully free plan so chatgpt still goated,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt chatgpt,claude,0.9923756718635559,0.9968289732933044,claude,1,0
FhqNN1LykWU,claude ai is so good at coding meanwhile chatgpt always pulls faqin year old libraries,2024-06-30T20:28:38Z,,related,,,claude ai is so good at coding meanwhile chatgpt always pulls faqin year old libraries,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,chatgpt had a blackout few weeks ago guess what exactly at the same moment claude also had a blackout im assuming when they left openai its founders unknowingly took with them also the bugs d btw is claude still available in botswana but not in andorra d,2024-06-30T18:54:40Z,,related,,,chatgpt had a blackout few weeks ago guess what exactly at the same moment claude also had a blackout im assuming when they left openai its founders unknowingly took with them also the bugs d btw is claude still available in botswana but not in andorra d,"['ChatGPT', 'Claude', 'gpt', 'openai']",both,chatgpt openai,claude claude,0.9448091387748718,0.9965542554855347,claude,2,0
FhqNN1LykWU,well i tried claude i dont know what benchmarks theyre doing but chatgpt feels better to me also claudes interface is hot trash feels like a mobile chatting app its pathetically bad,2024-06-30T17:55:47Z,,related,,,well i tried claude i dont know what benchmarks theyre doing but chatgpt feels better to me also claudes interface is hot trash feels like a mobile chatting app its pathetically bad,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude claudes,0.9843901991844177,0.9959349632263184,claude,1,2
FhqNN1LykWU,i refuse to believe anyone seriously likes or uses claude its always half baked compare to openai gpt,2024-06-30T17:23:15Z,,related,,,i refuse to believe anyone seriously likes or uses claude its always half baked compare to openai gpt,"['Claude', 'gpt', 'openai']",both,openai gpt,claude,0.6733140349388123,0.9968289732933044,claude,2,0
FhqNN1LykWU,can you be smart enough to avoid falling for the tricks of brazilians claude no we cant so lets just block access from brazil chatgpt they cant but we can,2024-06-30T16:24:00Z,,related,,,can you be smart enough to avoid falling for the tricks of brazilians claude no we cant so lets just block access from brazil chatgpt they cant but we can,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
FhqNN1LykWU,i tried a small experiment with gpto claude and gemini and claude was close but still below chatgpt httpswwwyoutubecomwatchv=owmghehdg,2024-06-30T15:35:39Z,,related,,,i tried a small experiment with gpto claude and gemini and claude was close but still below chatgpt ,"['ChatGPT', 'Claude', 'gpt']",both,gpto chatgpt,claude claude,0.9848063588142395,0.9965542554855347,claude,0,0
FhqNN1LykWU,claude is pretty good and it does one or two things a little better than gpto currently anyhow but claude is far from crushing gpto,2024-06-30T15:19:19Z,,related,,,claude is pretty good and it does one or two things a little better than gpto currently anyhow but claude is far from crushing gpto,"['Claude', 'gpt']",both,gpto gpto,claude claude,0.9582180976867676,0.9965542554855347,claude,0,0
